2024-06-07 16:33:56	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet50', model_adaptation_method='dyn', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-gaussian_noise-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='gaussian_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-shot_noise-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='shot_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-impulse_noise-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='impulse_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-defocus_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='defocus_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-glass_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='glass_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-motion_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='motion_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-zoom_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='zoom_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-snow-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='snow', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-frost-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='frost', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-fog-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='fog', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-brightness-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='brightness', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-contrast-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='contrast', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-elastic_transform-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='elastic_transform', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-pixelate-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='pixelate', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-jpeg_compression-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='jpeg_compression', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1)], test_case=TestCase(inter_domain=BatchMixing(non_iid_pattern='class_wise_over_domain', non_iid_ness=0.01, batch_size=64, sp_order='Shuffle_Shuffle', sp_scenarios='Homo&Cross&Heter'), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2024-06-07 16:35:13		initialize selection method=last_iterate.
2024-06-07 16:35:13		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:14		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:14		initialize selection method=last_iterate.
2024-06-07 16:35:14		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:15		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:15		initialize selection method=last_iterate.
2024-06-07 16:35:15		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:16		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:16		initialize selection method=last_iterate.
2024-06-07 16:35:16		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:16		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:16		initialize selection method=last_iterate.
2024-06-07 16:35:16		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:17		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:17		initialize selection method=last_iterate.
2024-06-07 16:35:17		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:18		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:18		initialize selection method=last_iterate.
2024-06-07 16:35:18		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:19		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:19		initialize selection method=last_iterate.
2024-06-07 16:35:19		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:20		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:20		initialize selection method=last_iterate.
2024-06-07 16:35:20		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:21		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:21		initialize selection method=last_iterate.
2024-06-07 16:35:21		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:21		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:21		initialize selection method=last_iterate.
2024-06-07 16:35:21		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:22		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:22		initialize selection method=last_iterate.
2024-06-07 16:35:22		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:23		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:23		initialize selection method=last_iterate.
2024-06-07 16:35:23		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:24		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:24		initialize selection method=last_iterate.
2024-06-07 16:35:24		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:25		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:25		initialize selection method=last_iterate.
2024-06-07 16:35:25		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:26		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:26		initialize selection method=last_iterate.
2024-06-07 16:35:26		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:26		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:26		initialize selection method=last_iterate.
2024-06-07 16:35:26		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:27		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:27		initialize selection method=last_iterate.
2024-06-07 16:35:27		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:28		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:28		initialize selection method=last_iterate.
2024-06-07 16:35:28		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:29		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:29		initialize selection method=last_iterate.
2024-06-07 16:35:29		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:30		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:30		initialize selection method=last_iterate.
2024-06-07 16:35:30		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:31		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:31		initialize selection method=last_iterate.
2024-06-07 16:35:31		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:32		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:32		initialize selection method=last_iterate.
2024-06-07 16:35:32		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:32		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:32		initialize selection method=last_iterate.
2024-06-07 16:35:32		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:33		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:33		initialize selection method=last_iterate.
2024-06-07 16:35:33		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:34		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:34		initialize selection method=last_iterate.
2024-06-07 16:35:34		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:35		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:35		initialize selection method=last_iterate.
2024-06-07 16:35:35		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:36		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:36		initialize selection method=last_iterate.
2024-06-07 16:35:36		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:36		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:37		initialize selection method=last_iterate.
2024-06-07 16:35:37		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:37		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:37		initialize selection method=last_iterate.
2024-06-07 16:35:37		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:38		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:38		initialize selection method=last_iterate.
2024-06-07 16:35:38		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:39		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:39		initialize selection method=last_iterate.
2024-06-07 16:35:39		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:40		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:40		initialize selection method=last_iterate.
2024-06-07 16:35:40		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:41		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:41		initialize selection method=last_iterate.
2024-06-07 16:35:41		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:41		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:41		initialize selection method=last_iterate.
2024-06-07 16:35:41		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:42		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:42		initialize selection method=last_iterate.
2024-06-07 16:35:42		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:43		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:43		initialize selection method=last_iterate.
2024-06-07 16:35:43		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:44		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:44		initialize selection method=last_iterate.
2024-06-07 16:35:44		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:45		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:45		initialize selection method=last_iterate.
2024-06-07 16:35:45		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:46		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:46		initialize selection method=last_iterate.
2024-06-07 16:35:46		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:46		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:46		initialize selection method=last_iterate.
2024-06-07 16:35:46		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:47		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:47		initialize selection method=last_iterate.
2024-06-07 16:35:47		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:48		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:48		initialize selection method=last_iterate.
2024-06-07 16:35:48		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:49		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:49		initialize selection method=last_iterate.
2024-06-07 16:35:49		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:50		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:50		initialize selection method=last_iterate.
2024-06-07 16:35:50		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:51		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:51		initialize selection method=last_iterate.
2024-06-07 16:35:51		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:51		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:52		initialize selection method=last_iterate.
2024-06-07 16:35:52		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:52		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:52		initialize selection method=last_iterate.
2024-06-07 16:35:52		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:53		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:53		initialize selection method=last_iterate.
2024-06-07 16:35:53		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:54		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:54		initialize selection method=last_iterate.
2024-06-07 16:35:54		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:55		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:55		initialize selection method=last_iterate.
2024-06-07 16:35:55		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:56		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:56		initialize selection method=last_iterate.
2024-06-07 16:35:56		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:57		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:57		initialize selection method=last_iterate.
2024-06-07 16:35:57		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:58		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:58		initialize selection method=last_iterate.
2024-06-07 16:35:58		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:58		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:58		initialize selection method=last_iterate.
2024-06-07 16:35:58		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:35:59		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:35:59		initialize selection method=last_iterate.
2024-06-07 16:35:59		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:00		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:00		initialize selection method=last_iterate.
2024-06-07 16:36:00		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:01		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:01		initialize selection method=last_iterate.
2024-06-07 16:36:01		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:02		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:02		initialize selection method=last_iterate.
2024-06-07 16:36:02		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:03		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:03		initialize selection method=last_iterate.
2024-06-07 16:36:03		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:03		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:03		initialize selection method=last_iterate.
2024-06-07 16:36:03		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:04		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:04		initialize selection method=last_iterate.
2024-06-07 16:36:04		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:05		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:05		initialize selection method=last_iterate.
2024-06-07 16:36:05		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:06		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:06		initialize selection method=last_iterate.
2024-06-07 16:36:06		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:07		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:07		initialize selection method=last_iterate.
2024-06-07 16:36:07		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:08		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:08		initialize selection method=last_iterate.
2024-06-07 16:36:08		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:09		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:09		initialize selection method=last_iterate.
2024-06-07 16:36:09		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:10		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:10		initialize selection method=last_iterate.
2024-06-07 16:36:10		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:10		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:10		initialize selection method=last_iterate.
2024-06-07 16:36:10		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:11		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:11		initialize selection method=last_iterate.
2024-06-07 16:36:11		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:12		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:12		initialize selection method=last_iterate.
2024-06-07 16:36:12		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:13		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:13		initialize selection method=last_iterate.
2024-06-07 16:36:13		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:14		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:14		initialize selection method=last_iterate.
2024-06-07 16:36:14		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:15		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:15		initialize selection method=last_iterate.
2024-06-07 16:36:15		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:16		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:16		initialize selection method=last_iterate.
2024-06-07 16:36:16		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:16		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:17		initialize selection method=last_iterate.
2024-06-07 16:36:17		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:17		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:17		initialize selection method=last_iterate.
2024-06-07 16:36:17		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:18		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:18		initialize selection method=last_iterate.
2024-06-07 16:36:18		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:19		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:19		initialize selection method=last_iterate.
2024-06-07 16:36:19		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:20		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:20		initialize selection method=last_iterate.
2024-06-07 16:36:20		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:21		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:21		initialize selection method=last_iterate.
2024-06-07 16:36:21		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:21		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:21		initialize selection method=last_iterate.
2024-06-07 16:36:21		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:22		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:22		initialize selection method=last_iterate.
2024-06-07 16:36:22		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:23		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:23		initialize selection method=last_iterate.
2024-06-07 16:36:23		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:36:24		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:36:24		initialize selection method=last_iterate.
